Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
43845543,العالق في يوم أحد,عبدالله ناصر,"ناصر, عبدالله",,"=""9786144720""","=""9786144720585""",0,3.47,دار التنوير للطباعة والنشر,Paperback,112,2019,2019,,2020/03/16,to-read,to-read (#285),to-read,,,,0,,,0,,,,,
25734172,Seven Brief Lessons on Physics,Carlo Rovelli,"Rovelli, Carlo","Simon Carnell, Erica Segre","=""0399184414""","=""9780399184413""",0,3.97,Riverhead Books,Hardcover,81,2016,2014,,2020/03/16,to-read,to-read (#284),to-read,,,,0,,,0,,,,,
108713,Pimp: The Story of My Life,Iceberg Slim,"Slim, Iceberg",,"=""0862415934""","=""9780862415938""",0,3.99,Payback Pr,Paperback,311,2002,1967,,2020/03/14,to-read,to-read (#283),to-read,,,,0,,,0,,,,,
9915609,سيدات القمر,Jokha Alharthi,"Alharthi, Jokha",جوخة الحارثي,"=""9953891559""","=""9789953891552""",0,3.42,دار الآداب,Paperback,224,2010,2010,,2019/05/25,to-read,to-read (#82),to-read,,,,0,,,0,,,,,
8762223,الأبله: الجزء الأول,Fyodor Dostoevsky,"Dostoevsky, Fyodor","سامي الدروبي, فيودور دوستويفسكي","=""9789953684""","=""""",0,4.12,المركز الثقافي العربي ,Paperback,589,2010,1867,,2020/02/28,to-read,to-read (#282),to-read,,,,0,,,0,,,,,
6423968,شاعر تكدير الأمن العام: الملفات القضائية للشاعر أحمد فؤاد نجم: دراسة ووثائق,صلاح عيسى,"عيسى, صلاح",,"=""9770907871""","=""""",0,3.79,دار الشروق,Paperback,244,2007,2007,,2020/02/28,to-read,to-read (#281),to-read,,,,0,,,0,,,,,
8254664,شخصيات لها العجب,صلاح عيسى,"عيسى, صلاح",,"=""9771442874""","=""""",0,3.94,نهضة مصر,Hardcover,600,2010,2010,,2020/02/28,to-read,to-read (#280),to-read,,,,0,,,0,,,,,
51294921,Letters From An Astrophysicist,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,"=""1324003316""","=""9781324003311""",0,4.08,W. W. Norton  Company,Hardcover,272,2019,2019,,2020/02/22,to-read,to-read (#279),to-read,,,,0,,,0,,,,,
23429820,عطارد,محمد  ربيع,"ربيع, محمد",Mohammad Rabie,"=""""","=""9789938886610""",5,3.23,دار التنوير,Paperback,304,2014,2014,2016/03/18,2015/01/20,favorites,favorites (#14),read,في البداية مللت الرواية، مللت السرد الوصفي للرواية..<br/>بعدها شاهدت الرواية بدلًا من قراءتها، أخرجت الفيلم، ووضعت الكاميرات في مواضع ثابتة..<br/>هناك فوق برج القاهرة أفرق بين قاهرتنا الشرقية والغربية، أنطلق مع الرصاصات القاتلة.<br/>أشاهد الصواريخ المنطلقة تدك الجيزة.<br/>شاهدت أحمد يضاجع فتاة في كشك ودم يندلق على قضيبه..<br/>رأيت رؤوسًا بلا ملامح، ووجوهًا تهشمت.<br/>هذه رواية مؤلمة، سوداوية، وتأخذ الواحد في غياهب الخراء..<br/><br/>----<br/>زودتها نجمة علشان انا مازلت متيم بيها ,,,1,,,0,,,,,
32607656,ذبابة في الحساء,Charles Simic,"Simic, Charles","تشارلز سيميك, إيمان مرسال, Iman Mersal","=""""","=""9789778030105""",4,3.97,الكتب خان للنشر والتوزيع,Paperback,318,2016,2003,2018/01/31,2017/08/20,favorites,favorites (#20),read,قرأت أكثر من نصف الكتاب على فترات متباعدة ، والتهمت بقيته بعدها بأشهر..<br/>قراءتي الكسولة للكتب عادة تصبح تغيير في أفكاري وإعادة مُعايرة لحواسي تجاه الحياة..<br/>لفترة كبيرة كنت أظن أنّي ضحية العالم.<br/>المأساة الأنبل على الإطلاق.<br/>ساعدني هذا الكتاب على التخلص والتخفف من هذا الثقل تمامًا، كما فعل كونديرا بكتاباته..<br/><br/>لفترة كنت أظن أن قراءاتي للكتب والروايات شحذ وتصقيل لما بداخلي حتى أكتب ذات يوم ما أزعم أنه يستحق الحكي. أعيد إكتشاف ذاتي مجددًا هذه الأيام بالقراءة، أتخفف كما لم أتخفف من قبل من أعباء، وأفكار، وأشلاء ما تبقى داخلي من الأعوام المنصرمة.<br/>شكرًا يا عم شارلي..<br/>شكرًا يا ابن الوسخة.<br/>:* <br/><br/>ملحوظة: غير راضي عن قراءتي قرب نهاية الكتاب، قرأت بعجالة ودون تركيز وظلمت هذا الجزء.,,,1,,,0,,,,,
37760068,قلق السعي إلى المكانة: الشعور بالرضا أو المهانة,Alain de Botton,"Botton, Alain de","محمد عبد النبي, آلان دي بوتون","=""""","=""9786144720059""",4,3.91,دار التنوير,Paperback,312,2018,2004,2019/02/23,2019/02/03,favorites,favorites (#19),read,من أمتع التحليلات الفلسفية والجميلة لفهم الإنسان الحيوان.,,,1,,,0,,,,,
34311613,كيف تلتئم: عن الأمومة وأشباحها,إيمان مرسال,"مرسال, إيمان",,"=""""","=""""",5,4.12,Kayfa Ta,Paperback,147,2017,2017,2019/03/02,2019/03/02,favorites,favorites (#18),read,,,,1,,,0,,,,,
23680994,الكذبة الثالثة,Ágota Kristóf,"Kristóf, Ágota","أغوتا كريستوف, بسام حجار","=""""","=""""",5,4.03,دار الآداب ,Paperback,176,1995,1991,2019/06/13,2019/06/10,favorites,favorites (#17),read,رواية مؤلمة وجميلة وصادقة...<br/>وجه الحياة القبيح الصادق الذي نراه لمامًا أو نراه يحدث لأخرين لا يهمونا في شيء.,,,1,,,0,,,,,
23914485,شخصيات حية من الأغاني,محمد المنسي قنديل,"قنديل, محمد المنسي",,"=""""","=""9789776467224""",5,4.20,الكرمة للنشر,Paperback,448,2014,1990,2019/09/03,2019/07/07,favorites,favorites (#16),read,من أجمل الكتب الي قريتها في حياتي,,,1,,,0,,,,,
44771620,لصوص النوم,أمجد الصبان,"الصبان, أمجد",,"=""""","=""9789778030945""",5,3.30,الكتب خان للنشر والتوزيع,Paperback,102,2019,,2020/02/11,2019/04/04,,,read,قرأت أول قصة  سريعًا، قرأتها زمان جدًا وربما قبل أن أعرف أمجد بشكل شخصيّ: الفيل وليس الكانجرو يا وودي.<br/>أذكر حين أذكر عدم استمتاعي بالحكاية وقت قرأتها، لم أعتد البناء ولا السرد بهذا الشكل من قبل.<br/><br/>٠٠٠<br/><br/>كنا حوالي سبعة في منزل أمجد، بطّة يحكي حكاية من أيام المدرسة. نحشش. قاسم يضحك، غانم يضحك، علوة يضحك، وأضحك.. وأمجد يضحك بعد أن مزج بعض الأغاني على الحاسب.<br/><br/>. . . <br/><br/>قرأت ثاني قصة محاولًا إستمالة الأسلوب، محاولًا تنحية معرفتي بأمجد ومحبتي له، الوضع صعب نيك..<br/><br/>. . . <br/><br/>تقول سميرة: قال جاني بعد يومين، يبكيني بدمع العين، نشكي من حب جديد...<br/>نجلس على ضفاف النيل، تخونني الذاكرة، لا أذكر سوى أمجد وقاسم والبيرة<br/><br/>. . . <br/><br/>أحببت القصة الثالثة للغاية، مجددًا أحاول ربط القصص بحياة أمجد، أعرف عمله القديم، أعرف القهاوي التي اعتاد الجلوس عليها، لا أعرف أكثر مما ينبغي، فـ أذوب في القصة وأحاول اعتياد السرد مجددًا.<br/><br/>. . . <br/>كنا على القهوة، يحكي أمجد بحماس عن تفكيرة في كتابة قصة عن سرقة النوم.<br/>يقول أمجد بوداعة، أرغب في محبة فتاة خلاسية، بنداري يعلق ضاحكًا - وأنا أرشف الشاي -: خلاسية؟<br/>. . . <br/><br/>أقرأ لصوص النوم بسرعة، قرأتها قبل ذلك، أرسلها لي أمجد ولا أذكر متى..<br/><br/>. . . <br/>من هنا وبدأت الذوبان في الحكايات والسرد، عانيت قليلًا حتى اعتدت الأسلوب، هنا تجريب وحكايات بحماسة أمجد المعتادة، هنا أعلم أن رأسه الجميل تدور به حكايات غريبة، فـ دوّنها في فولدر على حاسبه أذكر أني رأيته في وقت ما.<br/><br/>قلت له أود الكتابة، شجعني قليلًا وقال إبدأ وأخذ يتابع معي حتى نسيت الفكرة ونحيتها قليلًا..<br/>حسنًا، نحيتها كثيرًا، ست أو سبع سنوات مضت. صرت في ڤيينا، أقرأ لأمجد وانا مبسوط وأفكر في اشتياقي له وللفتيان الذين كثر ما أطلقت عليهم: فتيان المنصورة الأنقياء.<br/><br/>خمس بوسات، واحشني أقسم بالله,,,1,,,0,,,,,
50371651,الورود حقيقية,Waguih Ghali,"Ghali, Waguih","وائل عشري, وجيه غالي","=""""","=""9789773137854""",3,3.23,مركز المحروسة للنشر والخدمات الصحفية والمعلومات,Paperback,59,2020,,2020/02/10,2020/02/10,,,read,,,,1,,,0,,,,,
50174280,الزمن,مصطفى إبراهيم,"إبراهيم, مصطفى",,"=""""","=""9789776743106""",2,3.52,دار الكرمة,Paperback,102,2020,2020,2020/02/10,2020/02/10,,,read,أعتقد ويسترن يونيون فرع الهرم كان أحسن من كده بحاجة بسيطة.<br/>كان في قصايد جميلة في الديوان.<br/>وحبيت فكرة الشك واليقين الي مصطفى بيدور فيها حاليًا أو كان بيدور فيها وقت الديوان (رغم ان ده طريق طويل) وحبيت كذا قصيدة كمان، بس المجمل مش قد كده الحقيقة.<br/>أحب إن مصطفى يكتب أكتر من كده ومينشرش لمجرد النشر ويسيبه من الناس بنت الوسخة ويبعد عن ولاد الكلب وولاد الحرام وولاد الزانية,,,1,,,0,,,,,
50920250,الحب والصمت,عنايات الزيات,"الزيات, عنايات",,"=""""","=""9789773137557""",0,3.03,مركز المحروسة للنشر والخدمات الصحفية والمعلومات ,Paperback,238,2019,,,2019/11/20,to-read,to-read (#268),to-read,,,,0,,,0,,,,,
49235461,تاريخ آلهة مصر,محمد  ربيع,"ربيع, محمد",Mohammad Rabie,"=""""","=""9786144721025""",0,3.40,دار التنوير للطباعة والنشر,Paperback,253,2020,2020,,2020/01/19,to-read,to-read (#278),to-read,,,,0,,,0,,,,,
184043,The Country and the City,Raymond Williams,"Williams, Raymond",,"=""0195198107""","=""9780195198102""",0,4.17,"Oxford University Press, USA",Paperback,335,1975,1973,,2020/01/19,to-read,to-read (#277),to-read,,,,0,,,0,,,,,
184042,Keywords: A Vocabulary of Culture and Society,Raymond Williams,"Williams, Raymond",,"=""0195204697""","=""9780195204698""",0,4.12,Oxford University Press,Paperback,352,1985,1975,,2020/01/19,to-read,to-read (#276),to-read,,,,0,,,0,,,,,
656912,The Long Revolution,Raymond Williams,"Williams, Raymond",,"=""155111402X""","=""9781551114026""",0,4.05,Broadview Press Inc,Paperback,399,2001,1961,,2020/01/19,to-read,to-read (#275),to-read,,,,0,,,0,,,,,
1731031,Modern Tragedy,Raymond Williams,"Williams, Raymond",,"=""1551116340""","=""9781551116341""",0,3.86,Broadview Press Inc,Paperback,256,2006,1966,,2020/01/19,to-read,to-read (#274),to-read,,,,0,,,0,,,,,
48577617,ترتيبات عشوائية,Donia Kamal,"Kamal, Donia",دنيا كمال,"=""""","=""9789776743045""",0,3.45,دار الكرمة,Paperback,264,2019,2019,,2020/01/19,to-read,to-read (#273),to-read,,,,0,,,0,,,,,
37901862,‫كل رجال الباشا‬,خالد فهمي,"فهمي, خالد",,"=""""","=""""",0,4.13,دار الشروق,Kindle Edition,454,2017,1997,,2020/01/19,currently-reading,currently-reading (#4),currently-reading,,,,1,,,0,,,,,
43673044,ماذا حدث للثقافة في مصر؟,جلال أمين,"أمين, جلال",,"=""""","=""9786009938419""",0,3.76,دار الكرمة,Paperback,152,2019,2019,,2019/12/06,to-read,to-read (#272),to-read,,,,0,,,0,,,,,
20663704,The Human Age: The World Shaped By Us,Diane Ackerman,"Ackerman, Diane",,"=""0393240746""","=""9780393240740""",0,3.70,W. W. Norton  Company,Hardcover,344,2014,2014,,2019/11/27,to-read,to-read (#271),to-read,,,,0,,,0,,,,,
64877,An Alchemy of Mind: The Marvel and Mystery of the Brain,Diane Ackerman,"Ackerman, Diane",,"=""0743246748""","=""9780743246743""",0,3.93,Scribner,Paperback,320,2005,2004,,2019/11/27,to-read,to-read (#270),to-read,,,,0,,,0,,,,,
76611,A Natural History of the Senses,Diane Ackerman,"Ackerman, Diane",,"=""0679735666""","=""9780679735663""",0,4.15,Vintage,Trade Paperback,352,1991,1990,,2019/11/27,to-read,to-read (#269),to-read,,,,0,,,0,,,,,
5999228,علي وبنوه,طه حسين,"حسين, طه",,"=""9770259306""","=""""",0,4.20,دار المعارف,Paperback,250,1995,1953,,2019/11/20,to-read,to-read (#267),to-read,,,,0,,,0,,,,,
18272095,الناقوس الزجاجي,Sylvia Plath,"Plath, Sylvia","سماح جعفر, مازن مصطفى","=""""","=""9789774483660""",0,4.03,الهيئة المصرية العامة للكتاب,Paperback,416,2013,1963,,2019/11/20,to-read,to-read (#266),to-read,,,,0,,,0,,,,,
18693771,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk,"Kolk, Bessel van der",,"=""0670785938""","=""9780670785933""",0,4.46,Viking,Hardcover,464,2014,2014,,2019/10/30,to-read,to-read (#265),to-read,,,,0,,,0,,,,,
49286,How We Die: Reflections of Life's Final Chapter,Sherwin B. Nuland,"Nuland, Sherwin B.",,"=""0679742441""","=""9780679742449""",0,4.06,Vintage,Paperback,320,1995,1994,,2019/08/19,currently-reading,currently-reading (#3),currently-reading,,,,1,,,0,,,,,
53337,Where Mathematics Come From: How the Embodied Mind Brings Mathematics into Being,George Lakoff,"Lakoff, George",Rafael Núñez,"=""0465037712""","=""9780465037711""",0,3.97,Basic Books,Paperback,512,2001,2000,,2019/10/25,to-read,to-read (#264),to-read,,,,0,,,0,,,,,
29436059,الفردوس على الناصية الأخرى,Mario Vargas Llosa,"Llosa, Mario Vargas","ماريو بارغاس يوسا, صالح علماني","=""""","=""9789933477561""",0,3.83,دار الحوار,,510,2014,2003,,2019/10/14,to-read,to-read (#263),to-read,,,,0,,,0,,,,,
11504462,المحاورة,Milan Kundera,"Kundera, Milan",ميلان كونديرا,"=""""","=""""",0,3.86,صفحات للدراسات والنشر,Paperback,176,2007,1970,,2015/02/08,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
36557806,حانة العادات,Franz Bartelt,"Bartelt, Franz",عادل أسعد الميري,"=""""","=""9789779112510""",0,3.71,الهيئة المصرية العامة للكتاب,Paperback,230,2017,2005,,2019/09/30,to-read,to-read (#262),to-read,,,,0,,,0,,,,,
42657211,صاحب الظل الطويل,Jean Webster,"Webster, Jean",بثينة الإبراهيم,"=""""","=""9789921723038""",0,4.15,منشورات تكوين - دار الرفدين,Paperback,233,2018,1912,,2019/09/30,to-read,to-read (#260),to-read,,,,0,,,0,,,,,
7847273,القنفذ,زكريا تامر,"تامر, زكريا",,"=""""","=""""",0,3.70,رياض الريس للكتب والنشر,,84,,2009,,2019/09/30,to-read,to-read (#259),to-read,,,,0,,,0,,,,,
34554421,نظرية الأدب,Terry Eagleton,"Eagleton, Terry","تيري إيجلتون, ثائر ديب","=""""","=""9782843058516""",0,3.94,دار المدى,Paperback,343,2016,1983,,2019/09/30,to-read,to-read (#258),to-read,,,,0,,,0,,,,,
13437165,بصرياثا,محمد خضير,"خضير, محمد",,"=""""","=""""",0,3.89,دار المدى,,184,1996,1993,,2019/09/30,to-read,to-read (#257),to-read,,,,0,,,0,,,,,
33822407,الكون في راحة اليد,جيوكوندا بيللي,"بيللي, جيوكوندا",Ahmad Abdulatif,"=""""","=""""",0,3.83,الهيئة المصرية العامة للكتاب,Paperback,280,2012,2008,,2019/09/30,to-read,to-read (#256),to-read,,,,0,,,0,,,,,
6871892,سلطان الأسطورة,Joseph Campbell,"Campbell, Joseph","جوزيف كامبل, بدر الديب, Bill Moyers","=""""","=""""",0,4.24,المجلس الأعلى للثقافة القاهرة,Paperback,350,2002,1988,,2019/09/30,to-read,to-read (#255),to-read,,,,0,,,0,,,,,
19548603,الأعمال الكاملة وقصص أخرى,Augusto Monterroso,"Monterroso, Augusto",نهى أبو عرقوب,"=""""","=""""",0,3.98,هيئة أبو ظبي للسياحة والثقافة - مشروع كلمة,Paperback,155,2013,1959,,2019/09/30,to-read,to-read (#254),to-read,,,,0,,,0,,,,,
6184122,ياسين وبهية,نجيب سرور,"سرور, نجيب",,"=""""","=""9789770923530""",4,4.05,دار الشروق,,234,2008,2008,2019/09/25,2019/09/09,,,read,أنا بحب نجيب قد البحر,,,1,,,0,,,,,
45417805,لو أن مسافرا في ليلة شتاء,Italo Calvino,"Calvino, Italo",حسام إبراهيم,"=""""","=""9782843091971""",0,4.05,دار المدى,Paperback,285,2018,1979,,2019/09/07,to-read,to-read (#250),to-read,,,,0,,,0,,,,,
39072302,أساطير النشوء الإفريقية,ستيفن بلجر,"بلجر, ستيفن",موسى الحالول,"=""""","=""9789948232933""",0,3.74,,Hardcover,566,,2005,,2019/09/19,to-read,to-read (#253),to-read,,,,0,,,0,,,,,
3768690,مالك الحزين,إبراهيم أصلان,"أصلان, إبراهيم",,"=""""","=""9789770911693""",0,3.62,دار الشروق,Paperback,156,2005,1983,,2019/09/07,to-read,to-read (#252),to-read,,,,0,,,0,,,,,
3483459,حكايات من فضل الله عثمان,إبراهيم أصلان,"أصلان, إبراهيم",,"=""9770911658""","=""""",0,3.47,دار الشروق,Paperback,103,2005,2003,,2019/09/07,to-read,to-read (#251),to-read,,,,0,,,0,,,,,
6482760,تباريح جريح,صلاح عيسى,"عيسى, صلاح",,"=""""","=""""",0,3.72,مكتبة مدبولي,Paperback,486,1988,1988,,2019/09/06,to-read,to-read (#249),to-read,,,,0,,,0,,,,,
18528882,هوامش المقريزي: حكايات من مصر: المجموعة الثانية,صلاح عيسى,"عيسى, صلاح",,"=""""","=""""",0,3.73,دار القاهرة,Paperback,282,1983,1983,,2019/09/06,to-read,to-read (#248),to-read,,,,0,,,0,,,,,
8514871,مثقفون وعسكر,صلاح عيسى,"عيسى, صلاح",,"=""""","=""""",0,3.96,مكتبة مدبولي,,756,1986,1986,,2019/09/06,to-read,to-read (#247),to-read,,,,0,,,0,,,,,
23256273,التاريخ الشعبي للولايات المتحدة: الجزء الأول,Howard Zinn,"Zinn, Howard",شعبان مكاوي,"=""""","=""9879774792394""",0,4.06,المركز القومي للترجمة,Paperback,551,2009,1980,,2019/09/06,to-read,to-read (#246),to-read,,,,0,,,0,,,,,
27878145,التاريخ الشعبي للولايات المتحدة: الجزء الثاني,Howard Zinn,"Zinn, Howard",شعبان مكاوي,"=""""","=""""",0,4.37,المجلس الأعلى للثقافة,Paperback,443,2005,,,2019/09/06,to-read,to-read (#245),to-read,,,,0,,,0,,,,,
41796143,A Life Beyond Reason: A Father's Memoir,Chris Gabbard,"Gabbard, Chris",,"=""0807060577""","=""9780807060575""",0,4.52,Beacon Press,Hardcover,240,2019,,,2019/08/23,to-read,to-read (#244),to-read,,,,0,,,0,,,,,
10598667,حياة الحيوان الكبرى,كمال الدين محمد بن موسى الدميري,"الدميري, كمال الدين محمد بن موسى",,"=""""","=""""",0,3.98,دار المعرفة,Hardcover,1159,2006,1400,,2019/08/19,to-read,to-read (#243),to-read,,,,0,,,0,,,,,
43679281,مذبح الموتى,Henry James,"James, Henry","هنري جيمس, وليد أحمد الفرشيشي","=""""","=""""",0,3.52,مسكيلياني,Paperback,77,2018,1895,,2019/08/19,to-read,to-read (#242),to-read,,,,0,,,0,,,,,
408204,"Ideas: A History of Thought and Invention, from Fire to Freud",Peter Watson,"Watson, Peter",,"=""0060935642""","=""9780060935641""",0,4.34,Harper Perennial,Paperback,852,2006,2005,,2019/08/19,to-read,to-read (#241),to-read,,,,0,,,0,,,,,
39933,How to Read Literature Like a Professor,Thomas C. Foster,"Foster, Thomas C.",,"=""006000942X""","=""9780060009427""",0,3.64,Harper Perennial,Paperback,314,2014,2003,,2019/08/19,to-read,to-read (#240),to-read,,,,0,,,0,,,,,
2761,The Denial of Death,Ernest Becker,"Becker, Ernest","Sam Keen, Daniel Goleman","=""0684832402""","=""9780684832401""",0,4.14,Free Press,Paperback,336,1997,1973,,2019/08/19,to-read,to-read (#239),to-read,,,,0,,,0,,,,,
6405181,Death in Spring,Mercè Rodoreda,"Rodoreda, Mercè",Martha Tennent,"=""1934824119""","=""9781934824115""",0,3.82,Open Letter,Hardcover,150,2009,1986,,2019/08/19,to-read,to-read (#238),to-read,,,,0,,,0,,,,,
9716038,الموت والوجود: دراسة لتصورات الفناء الإنسانى فى التراث الدينى والفلسفى العالمى,James P. Carse,"Carse, James P.",بدر الديب,"=""""","=""""",0,3.79,المجلس الأعلى للثقافة بالقاهرة - المشروع القومى للترجمة #29,Paperback,612,1998,1980,,2019/08/19,to-read,to-read (#237),to-read,,,,0,,,0,,,,,
36691830,الحصان الشارد,Felisberto Hernández,"Hernández, Felisberto",أحمد حسان,"=""""","=""9789773136871""",0,3.90,مركز المحروسة للنشر والخدمات الصحفية والمعلومات,Paperback,264,2017,,,2019/08/19,to-read,to-read (#236),to-read,,,,0,,,0,,,,,
11761906,أسلحة، جراثيم، وفولاذ : مصائر المجتمعات البشرية,Jared Diamond,"Diamond, Jared","محمد الزواوي, جارد دايموند","=""""","=""""",0,4.03,الأهلية للنشر والتوزيع,Hardcover,687,2007,1997,,2019/08/19,to-read,to-read (#235),to-read,,,,0,,,0,,,,,
174374,You Can't Win,Jack   Black,"Black, Jack",William S. Burroughs,"=""1902593022""","=""9781902593029""",0,4.34,Nabat Books,Paperback,279,2001,1926,,2019/08/19,to-read,to-read (#234),to-read,,,,0,,,0,,,,,
1110737,Anatomy Of A Rose: Exploring The Secret Life Of Flowers,Sharman Apt Russell,"Russell, Sharman Apt",,"=""0738206695""","=""9780738206691""",0,3.88,Basic Books,Paperback,215,2002,2001,,2019/08/19,to-read,to-read (#233),to-read,,,,0,,,0,,,,,
51715,Mythologies,Roland Barthes,"Barthes, Roland",Annette Lavers,"=""0374521506""","=""9780374521509""",0,4.09,Hill and Wang,Paperback,160,1972,1957,,2019/08/19,to-read,to-read (#232),to-read,,,,0,,,0,,,,,
150250,"Glass, Irony and God",Anne Carson,"Carson, Anne",Guy Davenport,"=""0811213021""","=""9780811213028""",0,4.33,New Directions,Paperback,142,1995,1995,,2019/08/19,to-read,to-read (#231),to-read,,,,0,,,0,,,,,
22883970,برتراند راسل: مقدمة قصيرة جداً,A.C. Grayling,"Grayling, A.C.",إيمان جمال الدين الفرماوي,"=""""","=""9789777198486""",0,3.56,مؤسسة هنداوي للتعليم والثقافة,ebook,138,2014,1996,,2019/08/19,to-read,to-read (#230),to-read,,,,0,,,0,,,,,
35168751,Radicals,Jamie Bartlett,"Bartlett, Jamie",,"=""""","=""""",0,3.85,Cornerstone Digital,Kindle Edition,381,2017,2017,,2019/08/19,to-read,to-read (#229),to-read,,,,0,,,0,,,,,
11374458,بالأمس فقدت زرًا: قصة الملابس,تامر  فتحي,"فتحي, تامر",,"=""""","=""""",0,3.18,شرقيات,Paperback,71,2005,2005,,2019/08/19,to-read,to-read (#228),to-read,,,,0,,,0,,,,,
17305170,ضمير السيد زينو,Italo Svevo,"Svevo, Italo",معاوية عبد المجيد,"=""""","=""""",0,3.80,دار أثر,Paperback,457,2013,1923,,2019/08/19,to-read,to-read (#227),to-read,,,,0,,,0,,,,,
23113874,في سبيل البعث٬ #١,Michel 'Aflaq,"'Aflaq, Michel",ميشيل عفلق,"=""""","=""""",0,3.85,دار الطليعة للنشر والطباعة,Paperback,344,1978,1978,,2019/08/19,to-read,to-read (#226),to-read,,,,0,,,0,,,,,
16155493,Self Portrait,Man Ray,"Ray, Man",,"=""""","=""9780141195306""",0,4.04,Penguin Classics,Paperback,398,2012,1961,,2019/08/19,to-read,to-read (#225),to-read,,,,0,,,0,,,,,
2749148,Last and First Men,Olaf Stapledon,"Stapledon, Olaf",,"=""0486466825""","=""9780486466828""",0,3.79,Dover Publications,Paperback,246,2008,1930,,2019/08/19,to-read,to-read (#224),to-read,,,,0,,,0,,,,,
9827912,Incognito: The Secret Lives of the Brain,David Eagleman,"Eagleman, David",,"=""0307377334""","=""9780307377333""",0,4.07,Pantheon,Hardcover,290,2011,2011,,2019/08/19,to-read,to-read (#223),to-read,,,,0,,,0,,,,,
6268143,الناس والحرب,أسامة علي الصادق,"الصادق, أسامة علي",,"=""9771747169""","=""""",0,4.33,الهيئة المصرية العامة للكتاب,Paperback,421,2007,2007,,2019/08/19,to-read,to-read (#222),to-read,,,,0,,,0,,,,,
12823,"The Night Trilogy: Night, Dawn, The Accident",Elie Wiesel,"Wiesel, Elie",Marion Wiesel,"=""0374521409""","=""9780374521400""",0,4.30,Hill and Wang,Paperback,318,1987,1961,,2019/08/19,to-read,to-read (#221),to-read,,,,0,,,0,,,,,
248787,The World Without Us,Alan Weisman,"Weisman, Alan",,"=""""","=""""",0,3.80,Thomas Dunne Books,Hardcover,324,2007,2007,,2019/08/19,to-read,to-read (#220),to-read,,,,0,,,0,,,,,
2260975,Life Without Principle,Henry David Thoreau,"Thoreau, Henry David",,"=""1432595180""","=""9781432595180""",0,3.99,Kessinger Publishing,Paperback,48,2007,1863,,2019/08/19,to-read,to-read (#219),to-read,,,,0,,,0,,,,,
51590,Frisk,Dennis Cooper,"Cooper, Dennis",,"=""2867449235""","=""9782867449239""",0,3.58,Grove Weidenfeld,Paperback,144,2002,1991,,2019/08/19,to-read,to-read (#218),to-read,,,,0,,,0,,,,,
2020261,The Dark Domain,Stefan Grabiński,"Grabiński, Stefan",Mirosław Lipiński,"=""1873982259""","=""9781873982259""",0,4.02,Hippocrene Books,Paperback,154,1993,1993,,2019/08/19,to-read,to-read (#217),to-read,,,,0,,,0,,,,,
162612,Extinction,Thomas Bernhard,"Bernhard, Thomas",David McLintock,"=""0704370859""","=""9780704370852""",0,4.30,Quartet,Paperback,335,1995,1986,,2019/08/19,to-read,to-read (#216),to-read,,,,0,,,0,,,,,
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",0,4.11,Crown,Hardcover,340,2016,2016,,2019/08/19,to-read,to-read (#214),to-read,,,,0,,,0,,,,,
8183888,Moon: A Brief History,Bernd Brunner,"Brunner, Bernd",,"=""0300152124""","=""9780300152128""",0,3.51,Yale University Press,Hardcover,290,2010,2010,,2019/08/19,to-read,to-read (#213),to-read,,,,0,,,0,,,,,
7026942,البطل بألف وجه,Joseph Campbell,"Campbell, Joseph","جوزيف كامبل, حسن صقر","=""""","=""""",0,4.13,دار الكلمة,Paperback,399,2003,1949,,2019/08/19,to-read,to-read (#212),to-read,,,,0,,,0,,,,,
12384940,الحالة دايت: سيرة الموت والكتابة,سيد الوكيل,"الوكيل, سيد",,"=""""","=""9789777046800""",0,3.49,الهيئة العامة لقصور الثقافة,Paperback,120,2011,2011,,2019/08/19,to-read,to-read (#211),to-read,,,,0,,,0,,,,,
17853391,هذيان: أيام فرناندو بيسووا الثلاثة الأخيرة,Antonio Tabucchi,"Tabucchi, Antonio","اسكندر حبش, أنطونيو تابوكي","=""""","=""""",0,3.45,طوى للنشر والإعلام,Paperback,126,2013,1992,,2019/08/19,to-read,to-read (#210),to-read,,,,0,,,0,,,,,
502872,Unexpected Journeys: The Art and Life of Remedios Varo,Janet A. Kaplan,"Kaplan, Janet A.",,"=""0896597970""","=""9780896597976""",0,4.11,Abbeville Press,Hardcover,286,1988,1988,,2019/08/19,to-read,to-read (#209),to-read,,,,0,,,0,,,,,
259655,The Encyclopedia of the Dead,Danilo Kiš,"Kiš, Danilo",Michael Henry Heim,"=""081011514X""","=""9780810115149""",0,4.09,Northwestern University Press,Paperback,201,1998,1983,,2019/08/19,to-read,to-read (#208),to-read,,,,0,,,0,,,,,
